generation, individual, alpha, qmax, eta, thetamax, thetamin, daggrel, daggabs, beta1, beta2, gamma, n, phi, fitness
0,21,0.0335088628527,25,0.198609595454,5.46454986126,-7.7038475277,0.674678770383,0.0308133625987,0.00379596430195,0.216335559549,4.68290056682,19,19.1879672789,0.776889650435
0,22,0.507604286546,56,0.645648008873,13.356476279,-13.384603346,0.0760289549302,0.663032705494,0.240141564012,0.418828431171,3.612482562,8,3.11664322891,0.610163418657
0,23,0.123934085706,24,0.847292319938,11.9651586448,-4.38266902813,0.422947323833,0.380841901276,0.476089533452,0.991170744297,1.22237891905,2,-3.98892486342,0.595008767581
0,24,0.959428781952,4,0.91633790887,9.46608649767,-8.07284417485,0.392298440664,0.320952786078,0.116763091022,0.565342008331,4.25235015178,13,-19.6299194775,0.585526188375
0,25,0.933882213213,31,0.537651119945,10.6835392434,-18.6754705248,0.406635658951,0.106399291667,0.179604995692,0.405648123382,2.46208197194,17,-9.05023492889,0.619646340404
0,26,0.101381095675,6,0.212155540193,16.8225622721,-11.8351094819,0.757051422348,0.896685085209,0.522880612724,0.895362857048,4.42224403926,3,-16.1333002201,0.73330823653
0,27,0.289446526011,16,0.22951080983,0.0921019450172,-2.84991668221,0.11628003982,0.731900477079,0.708752769864,0.832108681898,3.82208395667,5,1.11628967663,0.737095967536
0,28,0.535759564283,43,0.190932971427,3.99318251784,-11.6061050242,0.617143536151,0.652187391593,0.556526170276,0.974851449671,1.19258156049,18,-6.5143989992,0.810934291296
0,29,0.456089325905,36,0.590438395529,7.63247276976,-6.89576016046,0.88471041896,0.588464643341,0.741074797119,0.509917516423,2.13470600978,14,-17.1972484303,0.613965456139
0,0,0.44830463119,39,0.00509938412181,7.72773529994,-7.90946969377,0.068743004733,0.330863493603,0.681498721144,0.368646614252,3.03159836931,20,-14.4993226881,1.00022811189
0,1,0.0111931667465,26,0.22150813496,4.53760441051,-8.55894454111,0.684660083036,0.0572713241609,0.0305667739014,0.228348157379,0.978069241345,16,9.76581878593,0.752248841843
0,2,0.24062545156,14,0.194476557614,0.797914536457,-2.14029387242,0.132438880291,0.706356016756,0.690466615958,0.797615360365,3.71104034066,16,-12.8650281042,0.771189763453
0,3,0.929192625084,7,0.0822872189456,2.15404503597,-9.86885779142,0.786228322676,0.542856465863,0.172717980019,0.0678636833874,2.62343757198,13,13.74589522,0.924566577051
0,4,0.950691179599,30,0.562099761517,10.8156365616,-9.07500058094,0.645636944855,0.0467775859612,0.787495167382,0.442578691455,2.32802029392,19,-9.99409962636,0.617735272205
0,5,0.148720755201,9,0.229921065414,16.0225995883,-10.877908141,0.794638616776,0.912520791136,0.190437420266,0.361469979854,2.39320711267,19,-10.5979978225,0.735215159891
0,6,0.16247003755,51,0.52290936978,5.39207899323,-8.57824770424,0.210426501649,0.61639384709,0.0241947102149,0.311816165141,4.96363401409,18,16.0355246443,0.631025783891
0,7,0.476151711971,1,0.892641815505,5.41905750051,-4.3977067236,0.667554118063,0.931191145385,0.740457207678,0.476752046605,2.30103242774,15,-18.5435932261,0.587426254173
0,8,0.0544098438889,8,0.504421392181,14.0671886787,-20.0,0.429445670609,0.883840828206,0.54477247652,0.894329311776,4.65753243449,1,-16.3082886226,0.613962525013
0,9,0.404398043654,36,0.0288897170424,8.06091230511,-8.6697197937,0.0501201550374,0.29134501553,0.721623981532,0.329211050085,2.92701697175,20,-14.8010825028,0.996463344485
0,10,0.91643940789,31,0.516561019577,10.7535152708,-19.2940780003,0.451452572391,0.0737395992484,0.192645652496,0.425032919661,2.46741359111,17,-10.4785230265,0.629123650541
0,11,0.863883920313,48,0.0760595080252,18.3647352219,-11.3122901391,0.546359169237,0.109118550876,0.365391553173,0.375537969897,3.7358431814,14,-17.4821318352,0.954842457104
0,12,0.227279669725,52,0.572894004316,11.0087358381,-19.6409565437,0.401756125584,0.0881690738008,0.14482135057,0.367497605909,2.69348234602,17,-9.28857693217,0.629129208793
0,13,0.532327078598,36,0.110727909787,7.02690666969,-7.67311214424,0.290071111427,0.869106445413,0.619643089559,0.0695519578525,1.17417644083,17,9.02928778238,0.9151098827
0,14,0.504479554556,26,0.218303994355,4.51460522678,-8.30702470121,0.647730266658,0.0332760452471,0.0388512759225,0.199575494645,4.88149495109,20,-6.70306990496,0.756025622522
0,15,0.124546469407,5,0.199099361051,7.87417782764,-6.19832454685,0.0155999993461,0.89903133353,0.563555722948,0.829793913004,1.03237261052,17,10.1548335414,0.740874290826
0,16,0.540868475649,14,0.872220716053,3.06954153249,-9.54644283499,0.336431991705,0.680826757246,0.602114991273,1.0,1.19550818139,16,-6.69364386263,0.58743164972
0,17,0.0579067262349,9,0.234335795429,14.4495643234,-20.0,0.432511874344,0.0195002215241,0.664725199272,0.157842124265,4.34285302216,15,-12.2873819966,0.733324633061
0,18,0.247214727414,51,0.48455984042,11.7282049226,-8.29684372693,0.251359366266,0.631124001979,0.101564833056,0.689668215378,2.77881081611,15,11.3763636267,0.651859456414
0,19,0.0180940948147,26,0.21671112851,5.58667129251,-6.96211794931,0.66622193093,0.0178106434095,0.0143481480386,0.177706145164,4.66682612574,17,17.2042294113,0.756026771521
0,20,0.923165329617,47,0.0435312576819,0.01,-10.0560266166,0.530500300598,0.149211403891,0.304279826054,0.843651350793,3.93565077888,7,-0.196361890192,0.990771759892
0,21,0.908863089086,44,0.772983562897,10.3019893922,-5.13223853044,0.565299822038,0.0886597601933,0.321140617698,0.382321177742,3.95129356859,16,-16.6519370095,0.600709724409
0,22,0.940536697408,2,0.137729536683,2.20970344829,-9.99375389377,0.799869144817,0.0,0.0,0.221867582772,4.68931575778,18,17.9180558291,0.797724507063
0,23,0.474140282801,59,0.603802677466,13.6798822116,-13.7227970467,0.0779007216776,0.610710701331,0.698430971822,0.49839499568,2.3149145247,12,-17.2753942154,0.613954993561
0,24,0.0682539914195,14,0.681634622547,10.8853329009,-4.41072202011,0.648609690058,0.959819416665,0.814689932461,0.691280206841,1.33657749836,5,17.8849650995,0.600691434088
0,25,0.0909556790236,45,0.50254343075,17.4654297805,-12.7674954355,0.715542887847,0.921653646847,0.505075573716,0.901933987873,4.27909029408,2,-16.1387835174,0.629103075294
0,26,0.492757656811,2,0.901208350497,6.53497817004,-5.09790868499,0.738376769676,0.963264179122,0.732520337246,0.44706762495,3.51131335577,20,-14.9950506027,0.587427916787
0,27,0.944199405191,15,0.117191835103,3.58360856171,-9.23159248673,0.813826995687,0.582151974111,0.189945163914,0.0673782405118,2.62478463611,14,0.0839687832904,0.88291498134
0,28,0.0246129252054,27,0.238651042942,4.9983667693,-7.21536083859,0.634730062287,0.079358342503,0.0340669745621,0.213740938401,4.65904992129,20,17.5180763951,0.750365801881
0,29,0.507675216119,40,0.193652966165,3.31460981342,-12.189139203,0.666265649437,0.697256360267,0.557871071924,0.120301948431,4.05196212058,17,-7.30532228731,0.803386924782
1,0,0.44830463119,39,0.00509938412181,7.72773529994,-7.90946969377,0.068743004733,0.330863493603,0.681498721144,0.368646614252,3.03159836931,20,-14.4993226881,1.00022811189
1,1,0.949218983001,6,0.0325750641389,2.21505777028,-9.8048750525,0.830327735738,0.568482296977,0.00680987751438,0.190469945744,4.68734271621,19,16.6540761171,0.990830081567
1,2,0.415007508299,35,0.01,8.4710509924,-8.82024371836,0.811871917158,0.0,0.00365657680378,0.236183843411,4.55935215021,20,16.2218896458,0.998329538591
1,3,0.903887807503,7,0.113429779505,2.8316288372,-9.8645573041,0.694748840555,0.0864943596253,0.0,0.194487659461,1.01589378841,15,9.75511313179,0.864002509162
1,4,0.01,25,0.207871965734,5.80810138297,-7.59612033658,0.601572777615,0.0888407146704,0.0458723713404,0.221439169572,4.88676963605,20,15.6224482761,0.761717056781
1,5,0.1978400832,17,0.527340584975,10.8919026391,-19.7889094114,0.377670568506,0.133297392757,0.14142722772,0.3339004025,3.78945305825,16,-13.3917092348,0.612072605696
1,6,0.920452276246,34,0.117307701428,6.68949028655,-7.68445113055,0.287876136197,0.530765239703,0.173097889854,0.0452078946008,0.960046270031,17,8.40085162471,0.899946849927
1,7,0.160260804034,8,0.278177403356,3.03228154449,-10.460728647,0.801741128916,0.915082481723,0.216361551842,0.36756677628,2.48401675987,20,-12.4077774742,0.701122208977
1,8,0.975530959633,5,0.0988216626345,2.88231452812,-8.97223118826,0.76308036309,0.535985557557,0.172341169929,0.229917399179,5.0,20,-7.00860319572,0.875360307115
1,9,0.262183242182,15,0.214901685823,0.01,-1.17966686683,0.108491246909,0.70762740786,0.046826739774,0.183900929694,4.57943170399,20,17.0081927049,0.746567746677
1,10,0.0350788617242,30,0.253103888945,4.83876370265,-7.03792944978,0.587369124045,0.0314425094707,0.0737644372978,0.194507207502,4.42512141593,20,9.41646861979,0.740891560134
1,11,0.493185031029,41,0.0229154022881,13.8642544248,-8.29550015269,0.0983503085159,0.378216094132,0.643734005367,0.356189636123,3.19102405594,20,-14.8900215162,0.990754865128
1,12,0.0252046867387,29,0.215222444438,4.86729720064,-6.10368560777,0.695503912961,0.0702881349029,0.0501190363396,0.173505586411,4.61938315196,20,16.0755526962,0.776881436119
1,13,0.971422815072,12,0.166329221415,3.62735338302,-12.0314840682,0.692715988114,0.910887129218,0.520607823684,0.891750921498,4.12969774141,1,-16.6061269694,0.790105800043
1,14,0.883510478996,9,0.126272527255,2.03146933074,-10.5767876536,0.76628718378,0.547319757609,0.212512124541,0.0786617929697,2.73363597937,11,-11.8158013956,0.835573780146
1,15,0.01,7,0.21356955475,5.19430811496,-7.32307612254,0.704605865299,0.0,0.0,0.226838866259,4.56721537031,18,15.8588182582,0.725762634827
1,16,0.464686989129,39,0.01,6.80949453602,-7.09756266225,0.113915790642,0.285247341141,0.651074602,0.350028589625,3.03739175185,20,-15.8216756044,1.00021724776
1,17,0.490769938666,41,0.01,8.60542175546,-6.99394155556,0.10177514374,0.35654685004,0.649104797968,0.379861248133,2.96679724298,19,-14.9582524924,1.00020224857
1,18,0.552278501071,28,0.564959840561,9.94171114964,-18.5946404545,0.456677766939,0.0767097162638,0.232540837902,0.377601902556,2.59792947599,19,-12.0457859068,0.615862340968
1,19,0.238569431948,51,0.459622556093,11.9838912297,-7.86746508787,0.281145311732,0.638065905961,0.133601500601,0.71729980338,2.88863272399,14,9.58178658387,0.661326857764
1,20,0.955379829725,48,0.062437623688,0.606295805377,-9.28905272449,0.528136609659,0.163484363445,0.0779700359513,0.668718236421,2.96345173054,7,-1.5577044733,0.971894448106
1,21,0.883631370569,45,0.0884966266277,1.91608371151,-9.7468012026,0.578275126231,0.121634478901,0.330175004647,0.851567198814,4.08485142441,5,-1.91095277312,0.937811676102
1,22,0.382005934629,14,0.194182233736,1.21587902959,-2.5579870599,0.168724083964,0.715969408301,0.661927357169,0.813047740953,3.60339229903,15,-16.1812903692,0.771191558127
1,23,0.228687136368,54,0.516154204145,12.1322371847,-7.98989395086,0.253614856656,0.632518816678,0.0366679864794,0.334058283717,5.0,16,10.0480919098,0.634798532728
1,24,0.961658315672,28,0.10729781168,2.79013602662,-8.60430877426,0.676061405698,0.0233971369287,0.0,0.271748636982,0.755239849943,18,8.56758800219,0.905657040594
1,25,0.201314227227,50,0.465954246685,11.0594788237,-7.48406770123,0.263156239655,0.58780856773,0.0770770616548,0.699242290061,2.98374468215,15,10.3129613541,0.655639626312
1,26,0.192810197555,53,0.598709595573,11.5507024148,-20.0,0.356100578725,0.102011127274,0.543029869239,0.853853891878,4.70983297139,16,-11.1717275316,0.617746444354
1,27,0.957620757631,18,0.0870479266664,3.63936698847,-9.88056475499,0.801872824811,0.597574627191,0.206781925275,0.0288143609811,2.43887839609,15,-1.19286648426,0.926452406547
1,28,0.411111665781,37,0.01,8.51425377908,-9.07561797025,0.0526205540623,0.297060090151,0.714049077702,0.347414715645,3.53565956807,19,-15.8731846737,1.00021616959
1,29,0.421388580293,41,0.242243713928,14.8133046072,-19.5657651723,0.38846244421,0.0208120196928,0.689566611117,0.388402163698,3.03651068355,19,-14.5522492788,0.757896530292
2,0,0.44830463119,39,0.00509938412181,7.72773529994,-7.90946969377,0.068743004733,0.330863493603,0.681498721144,0.368646614252,3.03159836931,20,-14.4993226881,1.00022811189
2,1,0.950200172705,10,0.145664823578,2.47676712378,-9.7781909368,0.742231773782,0.0664754840892,0.0314073168088,0.244028164415,4.33444289172,18,8.58259060676,0.812857184927
2,2,0.449861466733,35,0.0328580286637,7.97356382885,-10.0585646656,0.044622481079,0.324583450432,0.728366167171,0.349394876722,3.72441601701,20,-16.5022257906,0.994579547303
2,3,0.497200562261,37,0.0449884132505,7.40270516454,-7.33851951674,0.0190118787451,0.30677925835,0.691756641292,0.411413337561,3.24382527621,17,7.27428222084,0.983248009387
2,4,0.865272686433,31,0.253932234496,5.48762144701,-7.03086326928,0.704174917514,0.0923415175171,0.0854395360801,0.135821138119,4.38998181158,20,14.4612647563,0.744692564867
2,5,0.949368582064,32,0.109197150305,3.24096274611,-10.3422121223,0.741329634628,0.134876642371,0.0,0.147865415152,1.04483099053,17,9.20951116898,0.903778975462
2,6,0.898535230438,45,0.101560027972,2.00129426206,-9.38401171184,0.61336796956,0.138372233852,0.362251672086,0.823746894006,4.06736068362,6,-2.90211825221,0.92077724077
2,7,0.417460357689,38,0.0527947874001,8.24803210515,-8.77767861837,0.0394351972305,0.339919662069,0.726127604968,0.349340711387,3.53411850273,17,-17.746074613,0.983250002278
2,8,0.498460134868,44,0.01,9.45919493676,-7.95369050727,0.0744128952966,0.321698787158,0.642919533966,0.3996515112,4.2489508152,20,-15.7171505983,0.998291376009
2,9,0.417525328432,33,0.130857023531,2.7353191445,-9.2354573008,0.815449541027,0.0201835777567,0.0168566502578,0.270589067,3.89557724988,7,-3.5051095525,0.87914987575
2,10,0.889346952882,44,0.0971235417441,2.49666893186,-9.40674676501,0.558933166258,0.0728311393082,0.353749838833,0.887437611983,4.08654760766,7,-2.17062361782,0.920769843694
2,11,0.962438282896,5,0.0317712969474,0.01,-1.43525297707,0.0860607913443,0.723853193632,0.0747891962366,0.236749246187,4.75741932969,20,15.5812340608,0.990823565777
2,12,0.431478535061,39,0.01,7.23401171593,-7.7544344278,0.0285387760135,0.420180872008,0.611543943427,0.353794479391,2.99869320589,20,-14.5937008219,1.00021712313
2,13,0.45591756947,38,0.248691623406,13.826962705,-18.9341456561,0.395991430231,0.00167501086996,0.696694432294,0.438099635903,3.14033763407,19,-16.6569336489,0.761722253428
2,14,0.914082203598,50,0.0155619985589,0.510352239069,-8.46788008715,0.525582131563,0.148321725907,0.0667372554003,0.666145715906,2.93460401179,6,-3.09997360771,0.992648560384
2,15,0.88022997933,10,0.165626124916,1.91425058633,-11.5230420639,0.0826114226162,0.67591474714,0.0119197998264,0.0336110836721,2.88680266636,10,-12.1345280811,0.784444006559
2,16,0.913259843179,7,0.0859950147177,1.3409764183,-9.73933386417,0.809275357518,0.550219272658,0.196692062012,0.122906337395,2.60540252932,9,-12.7045908806,0.918902739701
2,17,0.382469846615,33,0.0455047636554,2.28493509712,-8.34092630678,0.74094024073,0.505598783588,0.191491359148,0.247980192061,5.0,20,-8.88487796783,0.981332461982
2,18,0.444013640783,38,0.0360870351383,13.0574626108,-7.97575147252,0.0707988294604,0.395675112563,0.615816805701,0.392569230805,3.13359670389,20,-16.3185236993,0.992699876167
2,19,0.251116396,56,0.537667968032,9.26926230691,-18.067804286,0.4415605048,0.102794253153,0.249146699801,0.372585634483,2.44712238375,20,-13.1921685282,0.62721334788
2,20,0.912381647548,27,0.138351134334,2.80688109502,-8.05900894704,0.703890263292,0.00355735419523,0.0,0.307171290497,0.78937157268,13,6.98291709545,0.856419467098
2,21,0.899259137329,48,0.0859309144744,2.03292713033,-10.2949702608,0.581622257344,0.163351680674,0.325027954972,0.884129294414,4.75368103892,17,-2.59400989014,0.941592184855
2,22,0.435912973863,37,0.01,7.78021429179,-8.1650645851,0.0564376436317,0.293017023327,0.680857059471,0.385747406446,3.14558478977,20,-16.058740311,1.00021616959
2,23,0.446065844265,40,0.01,8.18891453266,-8.17121101445,0.0281637511864,0.291877750497,0.178043703018,0.75225323913,2.86469735637,14,8.68162782846,1.00021484822
2,24,0.503710763459,39,0.01,8.1049910617,-6.48326480936,0.142966319155,0.391585984086,0.61344296981,0.40820521523,2.79577985743,17,-16.0912419077,1.00021694426
2,25,0.422792297857,39,0.0228655962638,9.39520642843,-8.38712209808,0.0833547190727,0.334270501371,0.669066608998,0.382741143269,3.70804423047,20,-16.9126457913,0.998353174855
2,26,0.951187723954,28,0.157523377434,3.1657933823,-8.12742947276,0.639348391044,0.0,0.0423955697649,0.294053149795,0.719277740751,16,7.40512022203,0.833694565706
2,27,0.381487848159,40,0.0429942380887,8.82504473968,-9.81328441233,0.0278000683761,0.566666522939,0.172459619465,0.0409761396046,2.70790566617,11,-12.221371,0.990808142155
2,28,0.497580700952,43,0.01,13.6726992436,-9.25785828789,0.108190162022,0.334717366281,0.597960300181,0.334948903505,0.933347048717,15,9.32443758793,0.998299864932
2,29,0.411464341367,36,0.01,8.80152674797,-7.94036699901,0.766135014877,0.0475491522939,0.000792888439683,0.204322970808,4.75513152196,18,14.5172034211,1.0002290525
3,0,0.411464341367,36,0.01,8.80152674797,-7.94036699901,0.766135014877,0.0475491522939,0.000792888439683,0.204322970808,4.75513152196,18,14.5172034211,1.0002290525
3,1,0.414385697082,38,0.01,6.49335853473,-8.00395787393,0.0,0.422588142693,0.641548194187,0.384287673805,2.96852141315,20,-16.098470344,1.00021705208
3,2,0.92277956825,52,0.01,0.369728022764,-8.70709943994,0.486119709341,0.181675057322,0.0530589267728,0.253373036274,5.0,20,-3.54337092735,0.992647522994
3,3,0.388044910945,34,0.0152896793953,8.14386536443,-8.59332578676,0.0318174809429,0.425856776538,0.651324359905,0.391406819002,2.98741593699,20,-16.2747112275,0.996441439365
3,4,0.425241707425,43,0.01,8.07832000185,-7.60121276185,0.0303905824173,0.334252130507,0.217551148912,0.319553497857,1.03687538568,14,7.525330491,0.998299809953
3,5,0.536335919179,41,0.0256636871712,7.46707680908,-8.03854308779,0.0189164845056,0.32995989555,0.70772437169,0.395647508578,3.18358519767,20,-17.7452015136,0.990758502715
3,6,0.454325524954,38,0.0161163862102,7.01070899879,-9.49140520418,0.0924658411913,0.301543328436,0.718043801592,0.340992609456,3.66855858923,20,-17.224665203,1.00022707871
3,7,0.949766536325,52,0.112182212123,2.14259784217,-8.35823721711,0.560916616898,0.156791609396,0.094686979588,0.706397326863,3.13174537833,7,-3.94800012957,0.899948471873
3,8,0.454077078501,42,0.01,10.2650341031,-9.13256185601,0.0413794427283,0.379420208704,0.676055226581,0.341548120178,3.57859913562,19,-16.3864147713,1.00020133433
3,9,0.448464231703,39,0.0581671904496,1.89793817863,-8.88516007698,0.77009750477,0.516132126091,0.159294553648,0.737369643304,2.74446157525,20,-10.1676092686,0.983262216399
3,10,0.530506391148,41,0.01,9.61631629861,-7.71883621202,0.0968436987118,0.321601018208,0.20671842593,0.049850267194,4.03993590187,12,-13.8286779364,1.00020234688
3,11,0.951902823952,3,0.0628290801145,0.216327423364,-2.08424357666,0.0769059570669,0.135083182496,0.0883493630095,0.249678780158,4.91376702976,20,14.6476464765,0.939741160403
3,12,0.396644836316,39,0.01,13.8857095983,-7.9775215218,0.0991041579716,0.394714638334,0.649917369773,0.404842250511,3.02664673258,9,-16.7611238834,1.00022173993
3,13,0.45828311553,37,0.01,7.85883557647,-8.09394596739,0.0919241716303,0.336453765556,0.657916566114,0.444686755576,4.42787471859,20,-16.2824753211,1.00021629422
3,14,0.88725146546,50,0.01,0.664152892354,-8.162084837,0.547284711484,0.153889170218,0.107405209308,0.61658804932,2.95495034063,5,8.32527251615,0.992641223988
3,15,0.945598554221,4,0.0513665829937,0.01,-10.1714341219,0.621939136282,0.772979933809,0.0574447706549,0.28135654472,4.20381364823,6,-4.38799321448,0.968136178237
3,16,0.875561439733,48,0.118603294502,1.93436708165,-8.97862511721,0.607685722155,0.0910351266761,0.374272605869,0.26179634041,3.7543813355,9,-4.12470909445,0.90375961127
3,17,0.450362105032,6,0.01,8.52350301085,-8.31456998289,0.0175315038677,0.286559843696,0.184037637063,0.740819750162,2.88609386327,16,7.97593821551,1.00025803201
3,18,0.492242861535,35,0.01,6.55271632912,-7.4411924149,0.0624168640577,0.289957953026,0.687607641281,0.148334257842,2.67760605428,10,-13.3116745503,0.998318806572
3,19,0.490889834786,38,0.0525683039481,7.75194110609,-10.8634080302,0.0,0.366214278052,0.682907957482,0.332994675337,3.50549831595,15,-19.3058524368,0.983250609737
3,20,0.489830277979,36,0.0436550776417,7.7183990207,-8.14879641947,0.0165681048533,0.279882284808,0.665798277038,0.411571321696,3.06225217363,17,6.09102941202,0.988908043257
3,21,0.491720036991,40,0.0475280490525,8.72480902491,-6.87570837599,0.14651173035,0.377845216633,0.566416202169,0.383081544264,3.00281638906,16,-17.8922370595,0.990825114333
3,22,0.403298768823,35,0.0110780029093,9.08277249477,-8.08148839711,0.716845386372,0.0671141903469,0.650528408276,0.414391586332,3.3786318869,19,-17.18286874,0.998321533252
3,23,0.420216575228,38,0.0418872838404,13.2006221734,-7.19747096678,0.106794076795,0.37286697803,0.65726106767,0.381993467294,3.31687020281,19,-17.9238758082,0.98892679598
3,24,0.467999222121,42,0.01,7.02865894649,-8.09382043958,0.62473667869,0.137383613838,0.407882701857,0.810224510182,4.2735047667,20,-14.7305345047,1.00020148623
3,25,0.91333940496,43,0.0760846851964,2.30181239717,-9.35522819156,0.627116286016,0.100917764691,0.342872987648,0.852922242281,3.87711921469,4,-3.61590194638,0.952941675566
3,26,0.397894915428,37,0.019895967624,8.76664282425,-9.64985571394,0.0714458621373,0.532317237242,0.149627723399,0.117886527896,2.54648917202,9,-13.5548293178,0.998349072275
3,27,0.483442530427,37,0.0160129353407,8.32945606629,-7.336389404,0.0140663162753,0.311817832066,0.142680922033,0.707390979958,3.00735954991,16,6.75181911168,1.0002370028
3,28,0.44730910849,33,0.0373737476417,13.5075194649,-9.91010226818,0.129604340544,0.293092800282,0.628538970179,0.369318386221,0.777335380425,14,12.7689868325,0.990782331104
3,29,0.514875492658,46,0.0403273364908,13.2747182146,-8.45091443523,0.140201681344,0.327973867386,0.668698143479,0.444190227617,4.37963546007,20,-16.8485717242,0.988881273602
4,0,0.450362105032,6,0.01,8.52350301085,-8.31456998289,0.0175315038677,0.286559843696,0.184037637063,0.740819750162,2.88609386327,16,7.97593821551,1.00025803201
4,1,0.41607427584,35,0.01,6.42358044761,-9.33661459677,0.0780380181242,0.25310660251,0.684583576062,0.295407842823,3.47977358727,20,-18.2082740401,0.99831862136
4,2,0.45000163797,3,0.0565270896651,7.59807498832,-9.61495088224,0.0945985151179,0.305384598525,0.680367004485,0.390149142451,2.68815872641,14,6.85490755856,0.956758414745
4,3,0.513861248297,33,0.01,9.08459488204,-8.54839870908,0.704234444901,0.0295587726149,0.695555439816,0.434406196051,3.14345108798,20,-18.0466594945,0.998310511262
4,4,0.444808768432,39,0.01,7.83169942716,-9.48497916115,0.107189529894,0.276340893794,0.757189820884,0.308669540806,3.91507941667,20,-17.4341195714,1.00021724776
4,5,0.454840870405,36,0.01,6.98340950152,-9.07450746214,0.0652295904922,0.372881226868,0.637158717367,0.492677163106,4.55346204526,19,-16.4446351964,1.00021940321
4,6,0.367049560868,39,0.01,6.2849099278,-7.03892273135,0.0127023472233,0.438760370338,0.629571228779,0.372072896019,3.14063772917,19,-17.4805038664,1.00021698426
4,7,0.416260048622,42,0.0351577427177,1.79432086562,-9.05196497091,0.637142039231,0.493553768915,0.380360473483,0.879913105786,3.90363930825,19,-10.2097864702,0.990774898769
4,8,0.362584778472,33,0.01,8.83623800586,-8.53424910826,0.500625145767,0.129792926115,0.111873334488,0.634427849746,3.12489897383,7,6.98884237942,0.998310987213
4,9,0.482792311277,1,0.0229133667559,0.01,-1.78760971106,0.093142356379,0.0994311789071,0.132488343072,0.267027444773,5.0,20,13.1844602249,0.994635322861
